,country_encoded,points_scaled,description_clean,variety_encoded,length_scaled,price_scaled
0,3,0.35459828734770593,good dry creek zin robust dry spicy really get tastebud watering tart flavor sour cherry candy red currant blueberry tart raisin oodles peppery spice drink lusty barbecue,104,0.5095367613073715,-0.13611094775761562
1,0,-1.1310821944869365,herbaceous character make seem rather thin soft lightweight lemon zest character mildly attractive ready drink,8,-1.2196251127127697,-0.4937535579628242
2,3,-1.1310821944869365,little simple easy wealth raspberry strawberry floral note delicate bit sweet taste although good acidity,77,-1.2196251127127697,-0.575455607235392
3,3,0.05746219098077744,dry farmed vineyard treated wild yeast minimal new french oak petite chewy leathery tannin definite crowd pleaser petite fan blackberry coffee pepper commingle impressively,61,0.07724629280233614,0.5428646368688258
4,3,0.9488704800815629,site near annapolis show preponderance dark grape cherry interwoven cinnamon black peppercorn light bodied ethereally layered touch rustic earthiness leather,66,-0.49914099853771093,1.3459384551344749
5,3,0.35459828734770593,mix cabernet cab franc syrah ordinary blend little funky meaty still offer lot juicy black fruit whole lot toasted oak one thing announces wood keep everything austere maybe touch overcharred,7,0.9418272298124067,0.7063660963742043
6,1,0.35459828734770593,taurasi flaunt determined powerful personality fatica contadina exception thanks deep layer spice dark fruit tobacco cigar delivers sens austere tightly structured,0,-0.3550441757026992,0.2631225763802322
7,3,0.6517343837146344,sourced entirely walla walla le collines vineyard lovely syrah feature pretty strawberry cherry flavor broadly displayed rich vein chocolate forward flavorful drinking quite nicely already stuffing cellar year,87,0.6536335841423832,0.626610078506277
8,3,0.6517343837146344,lot like viognier dry zesty acidity complex flavor citrus peach kumquat white pepper chamomile honey,100,-1.2196251127127697,-0.4937535579628242
9,3,0.6517343837146344,crisp refreshing sauvignon blanc fermented aged stainless steel show rich savory citrus green grass flavor hint mineral flower drinkable bone dry,83,-0.3550441757026992,-0.41585300824620924
10,3,1.2460065764484913,proprietary bottling shafer always huge contains splash petite verdot gigantically packed blackberry jam black currant dark chocolate sweet oak courtesy month new french oak barrel bit bully balance age give,12,0.9418272298124067,1.592642505203506
11,1,0.35459828734770593,made organically farmed fruit blend sangiovese cabernet sauvignon colorino open inky dark color savory aroma ripe fruit prune plum leather tobacco exotic spice firm well structured velvety feel tannin,72,0.797730406977395,0.40882833349540515
12,1,0.35459828734770593,aroma blue flower black skinned fruit whiff mediterranean scrub meld glass chewy straightforward dole juicy black cherry ground pepper made drink young enjoy soon,58,0.07724629280233614,-0.34141587203976637
13,1,0.9488704800815629,bright clean linear pretty accent spice blackberry leather lingering tobacco villa al cortile riserva kind want pair hearty meat dinner show velvety soft texture mouth,81,0.2213431156373479,1.2919157110138475
14,3,-0.833946098120008,though labeled simply columbia valley grape single vineyard rattlesnake hill ava fruit best girly girl lineup though promising beginning cassis berry scented black olive herb quickly fade forest floor finale decaying leaf,12,1.2300208754824302,-0.575455607235392
15,3,1.2460065764484913,blend marsanne grenache blanc picpoul roussanne complex rich dense wrap stone tropical fruit flavor layer caramel nougat marshmallow spice still quite young plenty year life ahead,102,0.36543993847235967,-0.13611094775761562
16,1,-0.5368100017530796,blend nero avola syrah merlot cabernet sauvignon campobello entry level red slightly muddled good job offering genuine fruit flavor overall freshness,72,-0.3550441757026992,-0.7518880949754525
17,3,-1.7253543872207935,unusual display note cigar box strong green herb woodspice drink lighter side medium bodied coffee nori flavor smoke filled finish,89,-0.49914099853771093,-0.34141587203976637
18,3,-0.23967390538615105,bit rough texture otherwise pretty flavorful vanilla lime strawberry yeast flavor great sparkling everyday,85,-1.3637219355477814,0.1584284976948453
19,0,1.5431426728154198,bad name express nature vineyard certainly approachable friendly almost also steel fist demand time wait great drink,15,-0.9314314670427463,1.9981205107921451
20,3,-1.7253543872207935,like photocopy photocopy thinned pinot noir contains suggestion real thing dry watery cherry cola flavor,66,-1.2196251127127697,-1.2968273762284732
21,3,-0.23967390538615105,spicy dry zin offer flavor currant tobacco pepper cocoa tannin thick acidity low giving soft mouthfeel could concentrated elegant,104,-0.6432378213727227,0.45470955519741424
22,3,0.9488704800815629,fresh ripe raspberry aroma cut cranberry skin tartness josh baker matt brain also managed sneak blood pencil shaving eucalyptus vanilla stick nose appellation blend lively tasty ripe tart red fruit sipped juicy yet cut chaparral scrub element,66,1.950504989657489,0.1584284976948453
23,3,0.35459828734770593,pleasant fruity rich bordeaux blend impress sheer wealth flood mouth blackberry cherry red black currant sweet smoky oak firm finely ground tannin feel direct simple could function youth try holding year see go,7,1.3741176983174421,0.626610078506277
24,0,1.2460065764484913,powerful intense without going top fine example white hermitage golden straw color give first indication richness followed scent honey even hint butterscotch unctuous mouth boasting flavor grilled nut stone fruit finishing touch warmth,74,1.3741176983174421,0.9920887340598284
25,3,1.8402787691823483,though huge tannic monster right bordeaux blend first release new brand name steven kent winery ode steven kent mirassou family long lineage california winemaking root livermore history well majority cabernet lush cassis black cherry one would hope show nicely honed herbal note cab franc middle little touch spice finish coming petit verdot malbec merlot round blend give one time surely reward,7,5.408828737697772,2.5066548836053326
26,3,0.05746219098077744,dry bone bristling minerality elegant rosé balance penetrating strawberry cherry plum flavor sharp lime tinged acidity hint wildflower drink,77,-0.6432378213727227,-0.4937535579628242
27,3,-0.833946098120008,one first pinot released fresh young beaujolais nouveau like flavor freshly crushed cherry tangy acidity fun drink juicy cheeseburger,66,-0.6432378213727227,-0.8476032790374707
28,3,0.35459828734770593,good introduction steven kent livermore cabernet sourced handful single vineyard designates including ghielmetti home ranch smith ranch cab smattering cab franc malbec petit verdot coming varietal livermore still need time develop essential,12,1.2300208754824302,0.40882833349540515
29,0,0.9488704800815629,syrah cabernet sauvignon make warm blend full herbal concentrated black fruit dark tannin spice provides reminder come warm climate drink although better,72,-0.2109473528676874,0.626610078506277
30,1,-0.23967390538615105,open pretty floral fragrance acacia spanish broom chamomile dole white peach tangerine zest alongside fresh acidity,102,-1.075528289877758,-0.4937535579628242
31,0,0.9488704800815629,green vegetable aroma mingle fresh kiwi lime touch pepper salt going sort closed phase common chenin blanc fruit hint texture smooth give another year fruit come together mature almond flavor,16,0.9418272298124067,-0.34141587203976637
32,3,-0.23967390538615105,ripe orange lime honey flavor combine tingly mouth watering acidity give dry chardonnay sweet sour easy drink mushroom risotto garlic shrimp chicken fajitas,15,-0.06685053003267563,-0.4937535579628242
33,3,-0.23967390538615105,delicate pinot noir provides plenty drinking pleasure without limitation chief among hint raw dank mushroom strong enough weigh raspberry cherry drink,66,-0.3550441757026992,0.8193005564310913
34,3,0.35459828734770593,shade kathy joseph creation rosé colored sunglass comfort furthered cherry cola maraschino cherry nose slight effervescent zing accompanies pomegranate flavor followed impressively long finish great fresh garden salad able handle substantial fare breaded chicken cutlet cheeseburger,66,1.8064081668224774,-0.34141587203976637
35,0,0.6517343837146344,overt round chunky aroma berry stone fruit quite lively zesty purity flavor touch limited scope complexity yes nectarine orange flavor crystalline mouthfeel rock imported vranken america,14,0.36543993847235967,2.571821076628419
36,1,0.6517343837146344,pale pink sparkler load intensity elegance essence open delicate aroma cranberry toasted almond mature fruit grapefruit perlage steady foamy,85,-0.6432378213727227,0.45470955519741424
37,3,-2.3196265799546505,nasty hit mouth astringent green flavor turn harsher bitter finish,104,-1.9401092268878286,-0.20178837871330557
